row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
53793,PRJ_DFEEBD3906E6,Kanimozhi Karunanidhi,Tamil Nadu,Thoothukkudi,Construction of buildings for community cultural activities,NA - Construction of buildings for community cultural activities,1.0,Thoothukkudi,909327.0,1000000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53806,PRJ_F1662338CE5F,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of culverts and bridges,NA - Construction of culverts and bridges,1.0,Kanniyakumari,1000000.0,650000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53870,PRJ_A548456EC481,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Construction of boundary walls of existing public and community buildings,NA - Construction of boundary walls of existing public and community buildings,1.0,The Nilgiris,299076.0,200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53898,PRJ_739569224AC7,Manickam Tagore B,Tamil Nadu,Virudhunagar,Purchase of furniture and fixtures for educational purposes,NA - Purchase of furniture and fixtures for educational purposes,1.0,Virudhunagar,296140.0,408000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53935,PRJ_657D5E6690BF,S. Jagathrakshakan,Tamil Nadu,Arakkonam,Providing drains and gutters for public drainage,NA - Providing drains and gutters for public drainage,1.0,Thiruvallur,999738.0,1000000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53936,PRJ_8528290E05CD,Manickam Tagore B,Tamil Nadu,Virudhunagar,Installing tube-wells and borewells,NA - Installing tube-wells and borewells,1.0,Madurai,542342.0,350000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53948,PRJ_9C6CE07E7D0D,K Subbarayan,Tamil Nadu,Tiruppur,Construction of water tanks,NA - Construction of water tanks,1.0,Erode,1200000.0,1800000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53953,PRJ_9A9B4D203A95,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of rooms and halls in school and colleges,NA - Construction of rooms and halls in school and colleges,1.0,Kanniyakumari,1398314.0,1800000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
53996,PRJ_6A6607AE973C,Karti P Chidambaram,Tamil Nadu,Sivaganga,Construction of buildings for community cultural activities,NA - Construction of buildings for community cultural activities,1.0,Sivaganga,942706.0,1300000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
54068,PRJ_41FD13F5A3E2,S Jothimani,Tamil Nadu,Karur,Construction of water tanks,NA - Construction of water tanks,1.0,Karur,1655731.0,200000.0,exact_normalized_l1,MEDIUM_CONFIDENCE
54075,PRJ_4F3219273454,K Subbarayan,Tamil Nadu,Tiruppur,Providing supply pipelines for drinking water,NA - Providing supply pipelines for drinking water,1.0,Erode,1064636.0,1800000.0,exact_normalized_l1,HIGH_CONFIDENCE
