vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
HM OF  GHSS MARUTHA,57999.0,1,1,1,1
Ms Vanshika Enterprises,57971.0,1,1,1,1
Tarsem lal,57862.0,2,1,1,1
NARAYAN LAL GADARI,57850.0,7,1,1,1
JOGA RAM,57825.0,4,2,2,2
Shiv Shakti Gram Udyog Samiti,57750.0,3,1,1,1
Sunny ACC Cement And TMT Saria Store,57736.0,2,1,2,1
TAHASILDAR JHUMPURA,57650.0,20,1,2,1
RAMANDEEP BRICKS,57600.0,2,1,2,1
GHISHA,57600.0,3,1,1,1
ISHWAR SINGH TARAGI,57570.0,3,1,1,1
ROHIT PANDEY,57570.0,3,1,1,1
Kumra Sanitation Gallery,57484.0,2,1,1,1
CHAMPA JOSHI,57456.0,7,1,1,1
MS Kirti Kiran Brick Industry,57400.0,3,1,1,1
Jagtar Singh Sarpanch,57218.0,1,1,1,1
MITTAL MARBLE AND CEMENT STORE,57170.0,7,1,1,1
LAKHVEER SINGH,57036.0,5,1,1,1
Jinki,57033.0,6,1,1,1
SARWAN,56930.0,1,1,1,1
BS JOHAL TILE FACTORY,56880.0,1,1,1,1
Ms Mistry Traders,56842.0,1,1,1,1
Mandeep Singh,56800.0,4,2,2,2
SARATH S R,56755.0,1,1,1,1
Tahasildar Kusumi,56724.0,2,1,1,1
Karan Traders,56700.0,3,1,1,1
MAHADEV TRADERS,56675.0,1,1,1,1
Amrit Lal and com,56550.0,2,1,1,1
SUMAN CHOUDHARY,56511.0,9,2,2,2
MEDDEY TECHNOLOGIES PVT LTD,56499.0,4,2,2,2
Naveen chandra,56448.0,4,1,1,1
Mittal paints and hardware store,56420.0,2,1,2,1
NEW RANJIT STEEL WORKS,56338.0,2,1,1,1
TINESH JAIN,56265.0,4,2,3,1
SULEMAAN SEKH,56250.0,3,1,1,1
ARVIND KUMAR PAREEK,56250.0,3,1,1,1
NARAYAN LAL,56250.0,3,1,1,1
Swaran Building material,56150.0,1,1,1,1
NAGINA CEMENT STORE,56100.0,3,1,1,1
Sarpanch Kulwant Kaur,56100.0,1,1,1,1
ADARSH,56013.0,4,1,1,1
Ms BK Bricks Industries,56004.0,2,1,1,1
SAGGU BUILDING MATERIAL,56000.0,1,1,1,1
Sachiv gram panchayat Padraithakur,56000.0,1,1,1,1
MAHENDRA KUMAR,55995.0,5,1,1,1
Najar Singh,55850.0,3,1,1,1
MS BALJINDER SINGH,55806.0,1,1,1,1
HEAD MASTER IN CHARGE RSMHS PAZHANGALAM,55692.0,1,1,1,1
Amarjit singh,55629.0,2,1,1,1
JAHANGIR,55575.0,3,1,1,1
FIROJA BANO,55575.0,3,1,1,1
SAJIDA BANO,55575.0,3,1,1,1
MOH.RAFIK SILAWAT,55380.0,3,1,1,1
BLOCK DEVELPOPMENT OFFICER BUDHANA,55273.0,1,1,1,1
Mukesh Kumar Saini,55250.0,3,1,1,1
Laxman Singh,55250.0,3,1,1,1
Dharma Ram bhakar,55250.0,3,1,1,1
HARDAYAL,55200.0,3,1,1,1
SANWAR LAL,55125.0,3,1,1,1
CHOTHMAL,55125.0,3,1,1,1
VISHAL BAIRWA,55125.0,3,1,1,1
Ramesh,55100.0,7,3,3,3
Nagarkoti Stationers Gerneral Order Suppliers,55099.0,1,1,1,1
Tahasildar Begunia,55039.0,11,1,1,1
SATUSANA GRAM PANCHAYAT,55000.0,1,1,1,1
Pankaj,55000.0,1,1,1,1
MPLADS HOLDING ACCOUNT TALUKA PANCHAYT KACHERY SAYLA,54953.0,11,1,1,1
Riar cement store,54750.0,1,1,1,1
Kewal Singh,54690.0,3,1,1,1
SUMAN DEVI,54664.0,13,3,3,3
TULSHI RAM,54600.0,6,1,1,1
PYARELAL,54600.0,6,1,1,1
Sansar Chand Mistari Upper Bhambotar,54600.0,6,1,2,1
UDAY LAL GADRI,54600.0,6,1,1,1
DHILLON CEMENT STORE,54437.0,2,1,1,1
BABA RAM DEV BKO,54400.0,2,1,1,1
DINESH CHOUDHARY,54366.0,9,1,1,1
Hari Krishan,54344.0,1,1,1,1
MITTAL TRADING COMPANY,54300.0,3,1,2,1
SUGRIV,54035.0,3,1,1,1
KALU GURJAR,54000.0,3,1,1,1
SHARMA ELECTRICAL STORE,54000.0,3,1,1,1
sorav kumar,54000.0,6,1,2,1
RAMARAM,54000.0,3,1,1,1
SANGAT SINGH AND SON,54000.0,3,1,1,1
Chaudhary Building Material Store and Supplier,54000.0,3,1,1,1
Gopa ram meghwal,54000.0,3,1,1,1
PRAVEEN CHOUDHARY,54000.0,3,1,1,1
MOHAN BALAI,54000.0,3,1,1,1
INFIEDGE VENTURES PRIVATE LIMITED,54000.0,3,1,1,1
KALU BALAI,54000.0,3,1,1,1
JAMES GAO,53911.0,1,1,1,1
SAKSHI SANWAL,53802.0,3,1,1,1
Pappu So Rishipal Mistery Vill Khokhar,53800.0,2,1,2,1
Rana Paint Hardware and Cement Store Passi Pandi,53700.0,4,1,2,1
SHANKAR DUTT JOSHI,53676.0,6,1,1,1
BHUWAN CHANDRA JOSHI,53676.0,6,1,1,1
Bhagu,53613.0,6,1,1,1
KAMLESH,53580.0,12,4,5,5
KAMALJIT,53550.0,6,1,1,1
AZAD CEMENT STORE,53400.0,1,1,1,1
AVTAR TRADING COMPANY,53400.0,1,1,1,1
Jaspal Masih,53320.0,3,1,1,1
SANDEEP KUMAR BKO,53250.0,2,1,1,1
GOEL STEEL TRADERS,53147.0,1,1,1,1
B S TRADERS,53120.0,2,1,1,1
KHOKER LAND SURVEY AGENCY,53100.0,3,1,1,1
MPLAD Holding Account,53031.0,2,1,1,1
GAURAV,53025.0,3,1,1,1
Raju Kumar,53010.0,3,1,1,1
Raga Ram,53010.0,3,1,1,1
Nilesh Kumar,53010.0,3,1,1,1
Kevla Ram,53010.0,3,1,1,1
Hardeep Hardware And Paint Store,52940.0,4,1,1,1
SEIJAL ENTERPRISES,52937.0,2,1,1,1
MEDICAL OFFICER PHC THENHIPALAM,52885.0,2,1,1,1
Abdul Gafoor,52824.0,1,1,1,1
KISHAN RAM,52822.0,2,1,1,1
FAUJI CEMENT STORE,52700.0,1,1,1,1
ramswaroop gurjar,52500.0,3,1,1,1
AD Udyog Samiti,52500.0,3,1,2,1
chhitar lal gurjar,52500.0,3,1,1,1
ghisa lal gurjar,52500.0,3,1,1,1
WINDRA ELECTRIC STORE,52413.0,6,1,2,1
Variety Book Store,52310.0,4,1,1,1
gurmeet singh,52200.0,3,1,1,1
Champa Kumari,52155.0,3,1,1,1
GURPREET SINGH SARPANCH BATTI,52040.0,1,1,1,1
KULDEEP KUMAR LUHAR,51844.0,4,1,1,1
DHEERAJ LUHAR,51844.0,4,1,1,1
SHARAN RAM,51844.0,4,1,1,1
Kamla devi,51768.0,4,2,2,2
mahendar singh,51666.0,6,1,1,1
HEADMISTRESS ALAVIL NORTH LP SCHOOL,51564.0,1,1,1,1
Nab singh,51537.0,3,1,1,1
SEWAK KHAN,51537.0,3,1,1,1
Mana singh,51537.0,3,1,1,1
Mashhoor ali,51537.0,3,1,1,1
Lakhwinder singh,51537.0,3,1,1,1
Jai Shree Ram Enterprises,51526.0,5,1,1,1
Bhawari Devi,51480.0,4,2,2,2
asok,51474.0,3,1,1,1
MANDRUP GURJAR,51450.0,1,1,1,1
GS RAJPUT,51300.0,3,1,2,1
MINA RAWAT,51240.0,5,1,1,1
BEENA NAULA,51240.0,4,1,1,1
TAHASILDAR BALIANTA,51185.0,5,1,1,1
GOVIND RAM,51150.0,5,1,1,2
GAURAV ENTERPRISES,51099.0,4,1,1,1
DINESH KUMAR CHOUDHARY,51000.0,3,1,1,1
KERIYA GRAM PANCHAYAT,51000.0,1,1,1,1
BHARAT Hardware,51000.0,3,1,1,1
VALA RAM,51000.0,2,2,2,2
RAMPRASAD,51000.0,4,1,1,1
HARDWARE KING,51000.0,1,1,1,1
BANSAL BRICKS COMPANY,50967.0,2,1,1,1
Pan Singh Jeena,50880.0,3,1,1,1
Naini enterprises,50808.0,3,1,1,1
RAJU GADRI,50700.0,3,1,1,1
SAMPAT LAL SUTHAR,50700.0,3,1,1,1
RAJINDER SINGH SARPANCH TALWANDI KHOTE,50690.0,5,1,1,1
Foji Cement store,50600.0,2,1,1,1
RAMANDEEP SINGH,50547.0,6,1,1,1
MALKEET SINGH,50547.0,6,1,1,1
Khalsa Building Materials,50500.0,2,1,2,1
jabar singh,50445.0,5,1,1,1
BHEMA RAM,50400.0,3,1,1,1
Shishupal,50400.0,3,1,1,1
Ms Ranjan Brothers Miani Road Dasuya,50400.0,9,1,2,1
Jagdeesh,50320.0,1,1,1,1
Manpreet singh labour Upper bham,50250.0,6,1,2,1
Sanvala Ram,50193.0,6,1,1,1
ramesh,50160.0,5,1,1,1
JAGDAMBA IRON CEMENT STORE,50142.0,4,1,1,1
Subham Agencies,50100.0,3,1,1,1
GRAM PANCHYAT LACHUA,50000.0,1,1,1,1
GRAM PANCHAYAT  CHOPNA,50000.0,1,1,1,1
GRAM PANCHAYAT  HARRAKACHHAR,50000.0,1,1,1,1
GRAM PANCHAYAT  LOTIYA,50000.0,1,1,1,1
Sarpanch Gram Panchayat SIREGAON,50000.0,1,1,1,1
Gram Panchayat Kharshali,50000.0,1,1,1,1
KARNAIL SINGH HUSSIANPUR JOHLA,50000.0,1,1,1,1
GRAM PANCHAYAT PANARI BLOCK CHICHALI,50000.0,1,1,1,1
Narmada furniture and Interior,50000.0,1,1,1,1
SHANKAR LAL PUNAMCHAND,50000.0,2,1,1,1
GRAM PANCHAYAT  BHODIYAPANI,50000.0,1,1,1,1
GRAM PANCHAYAT   BANKI,50000.0,1,1,1,1
GRAM PANCHAYAT  KAREAAM RATED,50000.0,1,1,1,1
NATIONAL BOOK STALL KOTTAYAM,50000.0,1,1,1,1
RANJIT KAUR,50000.0,1,1,1,1
GRAM PANCHYAT BABAII,50000.0,1,1,1,1
Sarpanch Gram Panchayat   AMABOH,50000.0,2,1,1,1
Sarpanch Gram Panchayat RUPADEH,50000.0,1,1,1,1
Sarpanch Gram Panchayat Vasaniyakalan,50000.0,1,1,1,1
Sarpanch Gram Panchayat Hirankheda,50000.0,1,1,1,1
GP GADARWAS JP BADI,50000.0,1,1,1,1
Sarpanch Gram Panchayat   GHORAWADI,50000.0,2,1,1,1
Daljit Singh,50000.0,1,1,1,1
Gram panchayat Kunkuri,50000.0,1,1,1,1
GRAM PANCHAYAT PADIARKHAR,50000.0,1,1,1,1
GRAM PANCHYAT BADEGAON,50000.0,1,1,1,1
Sarpanch Gram Panchayat DEORIMAL,50000.0,1,1,1,1
Gram panchayat Devtikra,50000.0,1,1,1,1
Surjit Agriculture Repair works Matti,50000.0,1,1,1,1
LAZARUS KLEIN,50000.0,1,1,1,1
GRAM PANCHAYAT  KUMHADI,50000.0,1,1,1,1
GRAM PANCHAYAT Vadadala,50000.0,1,1,1,1
GRAM PANCHAYAT KUSHMAL BHAGOTLA,50000.0,1,1,1,1
JASPAL SINGH JAFARPUR,50000.0,1,1,1,1
Sushil Kalita,49998.0,1,1,1,1
Laxmi Devi,49995.0,8,2,2,2
Talwar Mill Stores,49985.0,1,1,1,1
SANDEEP KUMAR,49976.0,4,2,2,2
CHAMPA,49935.0,5,3,3,3
SUNRISE ENTERPRISES,49900.0,1,1,1,1
THEJAS TRADING CORPORATION,49899.0,1,1,1,1
CHANDRA SHEKHAR,49896.0,3,1,1,1
Poonam Belwal,49896.0,3,1,1,1
Rekha joshi,49896.0,3,1,1,1
Parduman thaliya,49896.0,3,1,1,1
Gaurav belwal,49896.0,3,1,1,1
Aggarwal Steel Traders,49855.0,1,1,1,1
SUSHIL TRADERS,49742.0,1,1,1,1
Harshit Jeena,49665.0,3,1,1,1
RD enterprises,49600.0,1,1,1,1
HARJIT SHUTTERING STORE,49500.0,1,1,1,1
DEV RAJ GUPTA AND SONS,49304.0,1,1,1,1
dal bab bidhi chand bricks udyog samiti,49290.0,1,1,1,1
JASWINDER KAUR,49164.0,1,1,1,1
Satnam Singh,49121.0,2,2,2,2
Saini Welding Store,49086.0,4,1,1,1
Sushila,49072.0,7,3,3,3
JIMMY PLYWOOD AND HARDWARE,49070.0,1,1,1,1
HM NSS HSS MANAKKAD,49066.0,1,1,1,1
MS New VIjay Brick Works,49000.0,1,1,1,1
sukhwinder singh,49000.0,1,1,1,1
Raman Kumar Massean,49000.0,2,1,2,1
TAWDEER ENTERPRISES,48996.0,1,1,1,1
Sarat Chandra Jena,48992.0,1,1,1,1
MS DIMPY BRICKS,48972.0,3,1,1,1
Anandi Devi,48750.0,4,1,2,1
GANGA ARYA,48678.0,4,1,1,1
GENI DEVI,48627.0,6,1,1,1
SATNAM RAM,48600.0,3,1,1,1
Rajiv Enterprises Bajwara,48594.0,1,1,1,1
MAHAVIR SINGH,48580.0,1,1,1,1
Prem Sagar,48572.0,2,1,1,1
Kamlesh Jeena,48510.0,3,1,1,1
Yuvraj Singh,48510.0,3,1,1,1
ASHU,48507.0,4,1,1,1
NEERAJ KUMAR,48507.0,4,1,1,1
RAM SWARUP,48507.0,4,1,1,1
ROOP LAL,48500.0,1,1,1,1
THE BHANRA GRAM UDYOG SAMITI,48384.0,3,1,1,1
PARAS MAL MEENA,48384.0,4,1,1,1
PRAHLAD SINGH,48334.0,2,1,1,1
THE SARSAWATI CO OP,48306.0,3,1,1,1
Shamsher Singh Labour Upper Bhambotar,48300.0,6,1,2,1
kuldip Kumar,48180.0,1,1,1,1
Manju Bala Massn,48072.0,2,1,1,1
Kaushal Bricks Industries,48048.0,1,1,1,1
MANGAL SINGH,48048.0,1,1,1,1
RAMPHOOL BODYA,48000.0,3,1,1,1
PREM SINGH,48000.0,1,1,1,1
Interiors Studio,48000.0,1,1,1,1
Girraj prasad meena,48000.0,3,1,1,1
Pati Ram,48000.0,1,1,1,1
M S SHIVA TRADERS,48000.0,3,1,1,1
AVTAR SPEECH AND HEARING CLINIC,47980.0,1,1,1,1
RAJENDRA KUMAR,47850.0,7,2,2,2
Tahasildar Daspalla,47840.0,12,1,1,2
Manisha,47712.0,6,1,1,1
Nenu,47712.0,6,1,1,1
Arshpreet Singh,47710.0,1,1,1,1
JANTA STONES PVT LTD,47691.0,1,1,1,1
MEDICAL OFFICER AND PRESIDENT,47671.0,2,1,1,1
MAA SHAKTI INTERPRAJES,47535.0,2,1,1,1
JINDAL STEEL SALES,47500.0,1,1,1,1
KRISHNA SHUTTERING STORE,47481.0,1,1,1,1
BABU KHAN,47345.0,4,2,2,2
PARAMJIT KAUR,47307.0,6,1,1,1
MANJIT KAUR,47307.0,6,1,1,1
KARISHAN,47250.0,3,1,1,1
PANKAJ SUWALKA,47250.0,3,1,1,1
LAKSHMAN BAIRWA,47250.0,3,1,1,1
JETARAM,47250.0,3,1,1,1
SANJAY YOGI,47250.0,3,1,1,1
SUJARAM,47250.0,3,1,1,1
HITESH TIWARI,47214.0,6,1,1,1
Pushpa Punetha,47214.0,6,1,1,1
NEEMA UPRETI,47214.0,6,1,1,1
BINA PATHAK,47214.0,6,1,1,1
BHAGWATI KAMAL KISHORE,47214.0,6,1,1,1
KAMAL PANDEY,47214.0,6,1,1,1
GARIMA UPRETI,47214.0,6,1,1,1
Raman So Satnam,47210.0,1,1,1,1
Jeevan Chandra,47145.0,3,1,1,1
Mahila Mandal,47101.0,4,1,1,1
Sumit Lal Sah,47099.0,1,1,1,1
BHUPINDER KUMAR AND SONS,47090.0,3,1,1,1
Raju Cement Stote,47050.0,2,1,1,1
Health Solutions,46950.0,1,1,1,1
BDO TILEIBANI MPLAD,46864.0,2,1,1,1
pawan kumar,46800.0,1,1,1,1
TIKU RAM MEGHWAL,46800.0,2,1,1,1
PRAVEEN KUMAR,46800.0,4,1,1,1
Moolchand,46800.0,2,1,1,1
B K International,46800.0,1,1,1,1
Bholu,46800.0,4,1,1,1
KHETA RAM SARAN,46800.0,2,1,1,1
OMPRAKAS RAIGAR,46800.0,4,1,1,1
GOPI RAM,46800.0,2,1,1,1
DURGADAT,46800.0,2,1,1,1
SHREE BALAJI CEMENT STORE,46776.0,3,1,1,1
Kanech Building Material Store,46770.0,2,1,1,1
Veer Narmad South Gujarat University General Fund,46760.0,1,1,1,1
LADU LAL,46616.0,8,1,1,2
Gobind Welding Aluminium Fabrication,46605.0,3,1,1,1
SHAH BUILDING MATERIAL,46600.0,2,1,1,1
BALWANT SINGH,46558.0,5,3,3,3
SHANTI,46530.0,9,3,3,4
Fulpreet Singh,46516.0,1,1,1,1
KALURAM,46500.0,7,2,2,2
BABA BHOLE NATH FILLING STATION,46500.0,3,1,1,1
RAJESH CHOUDHARY,46332.0,12,1,1,1
arjun ram,46200.0,4,1,1,1
Satnam Singh Labour Upper Bhambotar,46200.0,6,1,2,1
Kissan Electricals,46125.0,3,1,1,1
KAMAL UPRETI,46116.0,6,1,1,1
Haripriya Pathak,46116.0,6,1,1,1
RUCHI PATHAK,46116.0,6,1,1,1
Khalsa  Cement Store,46030.0,1,1,1,1
somatmal,46023.0,6,1,1,1
MAHALLAXMI TRADERS,46020.0,3,1,1,1
RSS TRADERS,46000.0,4,1,1,1
Panch Agro Industries,46000.0,1,1,1,1
Agardeep Singh Gurmeet Singh,45996.0,6,1,1,1
Kamlesh kumawat,45900.0,5,1,1,1
BHAJAN SINGH,45900.0,9,1,2,1
PUSHPINDER SINGH,45900.0,9,1,2,1
GURNAM SINGH,45900.0,9,1,2,1
Mana ram,45803.0,1,1,1,1
gurwinder singh,45800.0,3,1,1,1
Narpat Singh,45795.0,5,1,1,1
lovjeet singh,45789.0,6,1,1,1
Kalzidhar Cement,45750.0,2,1,1,1
mumal,45675.0,9,1,1,1
V K BROTHER,45600.0,3,1,1,1
SHREEPAL LAXMAN,45600.0,3,1,1,1
Sunil,45600.0,4,2,2,2
Chandra Kant Saini,45500.0,5,1,2,1
Roop Lal and Sons,45500.0,1,1,1,1
BHairav singh,45486.0,3,1,1,1
Om Parkash So Ratan Chand Mistery,45450.0,1,1,1,1
BDO Champua Royalty,45406.0,2,1,1,1
NAWAB WELDING WOKS,45327.0,6,1,1,1
Resham Singh Contractor,45284.0,1,1,1,1
AJAY SINGH,45270.0,4,2,2,2
dropati,45219.0,7,1,1,1
GURU NANAK SANITARY STORE,45201.0,3,1,1,1
Sugi,45174.0,6,1,1,1
TARACHAND,45045.0,4,2,2,2
NAVAL TARAGI,45018.0,3,1,1,1
Manpreet singh,45000.0,1,1,1,1
RAM LAL,45000.0,3,1,1,1
VISHAVKARMA WALDING WORKS,45000.0,3,1,1,1
MOHAN MINA,45000.0,3,1,1,1
heera bai bagri,45000.0,3,1,2,1
BHANWAR LAL SEN,45000.0,3,1,1,1
GOVT ELEMENTRY SCHOOL KISHANPURA,45000.0,3,1,1,1
Murli Manohar Joshi,45000.0,1,1,1,1
Goyal Sports And Trophy House,45000.0,1,1,1,1
Dhillon Brick,45000.0,2,1,1,1
MALTI SONS,44958.0,3,1,1,1
SHUBHAM JINDAL INCOME TAX AND GST ADVISOR,44931.0,3,1,1,1
CHEEMA ENTERPRISES,44914.0,4,1,1,1
Durga welding works Bari,44898.0,3,1,2,1
HANUMAN SINGH KUMAWAT,44800.0,5,1,1,1
MAHESH KUMAR MEENA,44800.0,5,1,1,1
UMMED SINGH SHEKHAWAT,44800.0,5,1,1,1
RUDRA HARDWEAR,44726.0,2,1,1,1
MUKESH SINGH,44716.0,1,1,1,1
INDIAN FOUNDARY AND STEEL INDUSTRIES,44604.0,3,1,2,1
mahendea singh,44541.0,9,1,1,2
Madan lal,44460.0,3,1,1,1
Kailash Chandra,44460.0,3,1,1,1
Banarasi Devi,44460.0,3,1,1,1
SEXNA CABLE INDUSTRIES,44412.0,1,1,1,1
HARSH CONSTRUCTION CO,44326.0,1,1,1,1
Bhajan Lal Saini,44220.0,7,1,2,1
KIRANJEET KAUR,44202.0,6,1,1,1
Ladu Singh,44200.0,2,1,1,1
Premaram,44200.0,2,1,1,1
Shravan Ram,44200.0,2,1,1,1
Sahil Gupta Mistri,44100.0,1,1,1,1
ROOR CEMENT STORE,44050.0,1,1,1,1
palla JCB,44000.0,1,1,1,1
Shivdeep Singh,43950.0,1,1,1,1
GANESH,43935.0,3,1,1,1
VISHAL KUMAR,43935.0,3,1,1,1
sawan negi,43920.0,3,1,1,1
PRATAP SINGH TARAGI,43920.0,3,1,1,1
Shree Balaji Sanitary and Hardware Store,43901.0,1,1,1,1
MOHANI DEVI,43881.0,7,3,3,3
JAI KISSAN BKO,43857.0,1,1,1,1
GURU NANAK TRACTOR WORKS,43668.0,1,1,1,1
RAMLAL,43650.0,5,1,1,2
Anil Kumar,43600.0,6,1,1,1
ANSUL SUPPLIERS,43534.0,1,1,1,1
SHRI SHIV SHANKAR BRICKS COMPANY GIDDAR,43520.0,2,1,1,1
MAHAVIR MARBLES,43500.0,3,1,1,1
SEETA,43425.0,6,2,2,2
SUBEDAR PRITAM SINGH,43360.0,1,1,1,1
MEDSOR IMPEX,43316.0,1,1,1,1
SUNNY KUMAR,43200.0,6,2,2,2
Shree Bala Ji Computer,43150.0,1,1,1,1
Variety Stationary Store,42884.0,4,1,1,1
POOJA,42815.0,9,3,3,3
SHIV KUMAR,42800.0,5,2,2,2
Deepak lega,42783.0,6,1,1,1
Santosh devi,42750.0,3,1,1,1
Banwari,42725.0,9,2,3,3
AKSHAY Brothers,42711.0,6,1,1,1
VINOD BUILDERS RAMPURA,42600.0,2,1,1,1
Randhir Singh,42420.0,1,1,1,1
EMF,42402.0,221,10,12,11
Shambhu dutt,42336.0,3,1,1,1
Dewas nainwal,42336.0,3,1,1,1
Neelam,42336.0,3,1,1,1
Jagat prakash nainwal,42336.0,3,1,1,1
Tejpal Saphiya,42336.0,3,1,1,1
Pramod Singh Saphiya,42336.0,3,1,1,1
NEHRA ELECTRICALS AND CONSTRUCTION COMPNAY,42242.0,1,1,1,1
SATISH KUMAR,42240.0,7,2,2,2
lala,42183.0,6,1,1,1
MS Dev Ichhya and Company andwarpatti,42039.0,3,1,2,1
THE GILL GRAM UDYOG SAMITI BKO,42015.0,3,1,1,1
Ms Ashok Kumar Avinash Kumar,42000.0,1,1,1,1
SHIVA PAINTS AND HARDWARE STORE,42000.0,3,1,1,1
Ms Krishan Kumar Bko,42000.0,2,1,2,1
Sahil Cement and Hardware Store,42000.0,3,1,2,1
Khalsa BKO,42000.0,3,1,1,1
CO HARMAN BRICKS SUPPLY CO,42000.0,1,1,1,1
BCS ENTERPRISES,41924.0,1,1,1,1
Chander,41919.0,6,1,2,1
Jhamku Chouhan,41895.0,3,1,1,1
Mamta Devi meghwal,41895.0,3,1,1,1
Bhanwar Lal meghwal,41895.0,3,1,1,1
Kanaka Devi,41895.0,3,1,1,1
CHUNA RAM,41850.0,3,1,1,1
Tej Singh,41850.0,3,1,1,1
Rakesh Chouhan,41850.0,3,1,1,1
Shubham Kumawat,41850.0,3,1,1,1
HARI RAM,41820.0,7,2,2,2
Pocket Book Center,41810.0,1,1,1,1
Naveen Singh,41757.0,3,1,1,1
Tahasildar Erasama,41753.0,1,1,1,1
Jaspal Dass,41730.0,3,1,1,1
Mohd Rizwan,41724.0,3,1,1,1
dalip singh,41724.0,3,1,1,1
KUNAL PANT,41724.0,3,1,1,1
BHAWANA PATHAK,41724.0,6,1,1,1
Ravindra singh,41721.0,5,2,3,2
sandeep kumar,41715.0,3,1,1,1
Hari Om Paint  And  Iron Store,41642.0,1,1,1,1
Hari Om Paint And Iron Store,41642.0,1,1,1,1
SUKHWINDERA MACHINERY STORE,41630.0,1,1,1,1
FERULAL HIGHER SECONDARY,41560.0,1,1,1,1
balbir singh co,41500.0,1,1,1,1
SUDHIR BHATT,41410.0,3,1,1,1
VIMLA DEVI,41400.0,4,2,2,2
KAVYA CHOPRA,41400.0,3,1,1,1
RESILIENT INFRA SOLUTION,41268.0,3,1,1,1
Rajendra Singh,41224.0,5,3,4,3
AMANPREET SINGH,41130.0,1,1,1,1
SHREE JAGDISHWAR INTERNATIONAL,41100.0,6,1,2,1
RAJWINDER BAWA,41064.0,3,1,2,1
Mughal Filling Station,41000.0,3,1,1,1
LALARAM,40986.0,3,1,1,1
JEEVRAJ,40986.0,3,1,1,1
HARDAYAL GURJAR,40986.0,3,1,1,1
SEETA DEVI,40986.0,3,1,1,1
CHANDA,40959.0,6,2,3,2
IMRAN,40905.0,3,1,1,1
SAMSHAD,40905.0,3,1,1,1
SHER MOMHAD,40905.0,3,1,1,1
PREM,40815.0,7,2,3,2
HEM RAJ,40810.0,2,1,1,1
MEHAKDEEP SINGH,40800.0,3,1,1,1
Radhey Shyam Rawat,40800.0,2,1,1,1
Gopi Singh Rawat,40800.0,2,1,1,1
Ranjeet Singh Rawat,40800.0,2,1,1,1
SHIVAM GRAM UDYOG,40767.0,3,1,2,1
LALI DEVI JAIN,40500.0,3,1,1,1
MS KAMLA RANI BKO,40500.0,1,1,1,1
Shiv Kripa Hardware and Sanitary Store,40470.0,3,1,1,1
SEEHRA BROTHERS STEEL WORKS,40320.0,3,1,1,1
BANSHI LAL,40320.0,7,2,2,2
Satyanarayan samatiya,40300.0,2,1,2,1
MOSAM DEVI,40248.0,3,1,1,1
sagar general store,40230.0,1,1,1,1
Bishna Ram and Sons,40194.0,1,1,1,1
Sita Devi,40185.0,6,2,2,2
AK CEMENT  HARDWARE STORE AHMEDGARH,40180.0,2,1,1,1
jai baba maya giri ji interlock tiles,40169.0,1,1,1,1
HARNOOR BUILDING MATERIAL,40163.0,1,1,1,1
DINESH SINGH,40150.0,2,1,1,1
VIJAY PAL,40100.0,3,2,2,2
Kuliyal Constructions,40085.0,10,1,1,1
Gurcharan SIngh Mistri,40078.0,1,1,1,1
KALAYAN SINGH,40068.0,3,1,1,1
DEV CHAND,40068.0,3,1,1,1
rakesh chand,40068.0,3,1,1,1
LACHHMI DEVI,40040.0,1,1,1,1
PARSI DEVI,40020.0,4,2,2,2
GRAM PANCHAYAT GADMAU,40000.0,1,1,1,1
Ashoka Hardware Paint Cement Store,40000.0,2,1,1,1
GRAM PANCHYAT MHALNWADA,40000.0,1,1,1,1
GRAM PANCHAYAT DHAGADIYAMAL,40000.0,1,1,1,1
GRAM PANCHAYAT ARJUNWADI,40000.0,1,1,1,1
SUBHRAJITA  PANI,40000.0,1,1,1,1
GRAM PANCHYAT RHONA KHURD,40000.0,1,1,1,1
GRAM PANCHAYAT MUJABARMAL,40000.0,1,1,1,1
Vijay Electric Traders,40000.0,1,1,1,1
Gram pancahyat saldhana,40000.0,1,1,1,1
GRAM PANCHAYAT CHUDABOH,40000.0,1,1,1,1
GRAM PANCHAYAT SAROTH,40000.0,1,1,1,1
GRAM PANCHAYAT LAVAGHOGRI,40000.0,1,1,1,1
BRIJESH,40000.0,4,1,1,1
GRAM PANCHAYAT RAJADA,40000.0,1,1,1,1
Sachiv gram panchyat,40000.0,1,1,1,1
Amandeep Singh,40000.0,1,1,1,1
GRAM PANCHAYAT JAMUNIYAMAL,40000.0,1,1,1,1
Gram pancahyat bichhua,40000.0,1,1,1,1
GRAM PANCHYAT KHUTIYA,40000.0,1,1,1,1
MAHAVEER PRASHAD SAINI,40000.0,5,1,1,1
Gram pancahyat  bhalpani,40000.0,1,1,1,1
GRAM PANCHYAT DHAMNIYA,40000.0,1,1,1,1
GRAM PANCHYAT KAKI,40000.0,1,1,1,1
GRAM PANCHAYAT GUBRAIL,40000.0,1,1,1,1
MS JOSHI ENTERPRISES,40000.0,1,1,1,1
GRAM PANCHAYAT UMARDOH,40000.0,1,1,1,1
Pardeep Trading Agency,40000.0,2,1,2,1
Gram pancahyat ojhaladhana,40000.0,1,1,1,1
Ravinder Kaur,40000.0,1,1,1,1
GRAM PANCHYAT PAKHADIYA,40000.0,1,1,1,1
